Timestamp,Temperature (Celsius),Humidity (%),CO2 Concentration (ppm),Hive Frequency,Health Status
2024-04-09 03:00:00,36.95,68.34,476.46,214.31,Unhealthy
2024-03-20 05:00:00,34.93,57.98,426.12,144.31,Healthy
2024-03-31 15:00:00,34.61,51.22,440.05,147.5,Healthy
2024-04-18 16:00:00,31.96,53.35,446.83,155.61,Healthy
2024-03-19 08:00:00,34.58,58.69,437.67,156.19,Healthy
2024-04-12 11:00:00,30.35,53.82,411.42,147.92,Healthy
2024-04-07 04:00:00,31.55,53.99,390.6,147.07,Healthy
2024-03-26 20:00:00,33.54,53.16,399.6,148.97,Healthy
2024-03-12 21:00:00,15.82,39.3,624.23,172.61,Unhealthy
2024-04-19 22:00:00,39.76,61.24,551.52,230.37,Unhealthy
2024-03-24 13:00:00,30.7,51.32,392.62,139.5,Healthy
2024-03-10 06:00:00,15.23,48.4,777.89,183.2,Unhealthy
2024-03-19 08:00:00,26.83,47.29,728.1,204.75,Unhealthy
2024-04-02 20:00:00,28.9,54.28,404.52,141.8,Healthy
2024-04-09 00:00:00,30.75,54.5,449.48,149.72,Healthy
2024-04-10 01:00:00,36.63,76.9,452.74,201.51,Unhealthy
2024-04-17 13:00:00,31.88,53.34,426.09,137.56,Healthy
2024-03-12 07:00:00,29.39,52.34,421.16,155.85,Healthy
2024-03-26 07:00:00,10.19,46.03,526.26,164.83,Unhealthy
2024-03-20 03:00:00,28.68,55.82,416.08,156.37,Healthy
2024-03-11 11:00:00,33.43,55.29,419.08,150.88,Healthy
2024-03-17 14:00:00,34.21,57.5,422.8,155.11,Healthy
2024-04-11 04:00:00,37.36,61.43,783.0,224.2,Unhealthy
2024-04-05 10:00:00,28.61,50.36,402.53,140.46,Healthy
2024-03-23 04:00:00,28.1,52.28,426.23,148.35,Healthy
2024-03-24 07:00:00,20.3,41.79,499.75,211.27,Unhealthy
2024-04-03 01:00:00,30.42,51.04,421.21,149.05,Healthy
2024-03-25 15:00:00,17.39,31.46,508.4,189.27,Unhealthy
2024-04-11 16:00:00,38.57,79.13,727.41,235.26,Unhealthy
2024-03-22 10:00:00,24.96,39.0,797.49,189.26,Unhealthy
2024-03-13 23:00:00,12.89,34.47,520.71,194.85,Unhealthy
2024-03-09 14:00:00,11.04,43.78,607.41,172.61,Unhealthy
2024-03-22 22:00:00,19.92,33.62,737.42,186.99,Unhealthy
2024-03-27 02:00:00,31.09,50.05,396.97,148.72,Healthy
2024-04-01 14:00:00,38.8,76.81,476.9,196.5,Unhealthy
2024-03-21 13:00:00,16.45,43.72,630.8,166.96,Unhealthy
2024-04-02 22:00:00,28.97,56.92,439.35,154.98,Healthy
2024-04-18 05:00:00,35.33,68.48,751.59,220.85,Unhealthy
2024-04-19 00:00:00,38.02,65.26,743.65,209.93,Unhealthy
2024-03-14 20:00:00,12.15,31.61,645.91,219.85,Unhealthy
2024-04-19 09:00:00,31.47,50.81,448.02,143.29,Healthy
2024-03-25 22:00:00,33.26,56.17,428.75,151.93,Healthy
2024-03-30 15:00:00,37.15,74.39,759.21,224.52,Unhealthy
2024-03-27 12:00:00,28.51,53.08,413.13,146.15,Healthy
2024-03-17 08:00:00,34.3,53.46,430.24,148.91,Healthy
2024-03-27 11:00:00,22.55,30.6,586.32,172.96,Unhealthy
2024-04-03 22:00:00,34.12,53.33,408.98,156.12,Healthy
2024-03-29 21:00:00,13.37,31.46,585.29,156.64,Unhealthy
2024-04-02 08:00:00,29.03,50.24,448.74,149.42,Healthy
2024-04-19 10:00:00,32.82,57.28,393.1,143.17,Healthy
2024-03-27 08:00:00,21.07,39.73,794.4,155.94,Unhealthy
2024-04-07 18:00:00,30.26,56.41,397.21,147.22,Healthy
2024-03-20 02:00:00,20.2,31.28,560.93,197.94,Unhealthy
2024-03-15 05:00:00,29.76,53.48,422.45,146.55,Healthy
2024-03-24 05:00:00,20.49,38.39,473.26,180.48,Unhealthy
2024-03-09 10:00:00,33.12,58.73,444.38,153.42,Healthy
2024-03-18 13:00:00,20.17,33.01,639.24,151.03,Unhealthy
2024-04-14 13:00:00,39.74,74.55,573.57,231.64,Unhealthy
2024-04-04 06:00:00,36.92,71.29,601.84,168.95,Unhealthy
2024-03-23 11:00:00,28.68,50.31,415.14,153.06,Healthy
2024-04-10 09:00:00,39.12,67.95,687.87,259.66,Unhealthy
2024-03-31 16:00:00,39.26,63.7,709.17,194.21,Unhealthy
2024-03-29 11:00:00,32.39,50.06,398.93,148.63,Healthy
2024-03-20 09:00:00,33.19,50.72,427.88,153.34,Healthy
2024-03-25 00:00:00,33.91,54.45,408.38,155.06,Healthy
2024-04-09 05:00:00,30.11,57.34,403.52,153.8,Healthy
2024-03-09 21:00:00,13.8,30.78,498.74,202.25,Unhealthy
2024-03-27 15:00:00,28.57,56.73,399.25,150.91,Healthy
2024-03-20 15:00:00,33.67,58.6,413.07,153.95,Healthy
2024-03-17 00:00:00,29.81,51.03,429.19,147.91,Healthy
2024-04-17 11:00:00,32.04,50.77,392.55,148.56,Healthy
2024-03-19 12:00:00,28.11,57.61,441.34,154.24,Healthy
2024-04-17 03:00:00,33.84,55.61,429.66,150.15,Healthy
2024-03-27 21:00:00,34.63,51.77,408.14,145.76,Healthy
2024-04-03 04:00:00,32.67,52.74,406.28,150.43,Healthy
2024-04-12 09:00:00,30.79,57.69,390.73,150.79,Healthy
2024-03-20 16:00:00,25.52,45.52,620.68,181.68,Unhealthy
2024-04-06 12:00:00,35.65,61.71,578.73,215.71,Unhealthy
2024-03-29 14:00:00,28.32,53.96,419.0,159.52,Healthy
2024-04-06 16:00:00,33.72,53.46,406.06,137.56,Healthy
2024-03-26 15:00:00,31.14,59.37,447.84,154.1,Healthy
2024-03-20 17:00:00,34.39,50.4,429.13,157.05,Healthy
2024-03-28 23:00:00,27.36,44.7,787.41,196.9,Unhealthy
2024-04-12 21:00:00,37.32,65.93,460.21,225.47,Unhealthy
2024-03-28 06:00:00,11.99,30.6,653.16,178.09,Unhealthy
2024-03-19 18:00:00,30.06,57.97,395.63,140.62,Healthy
2024-03-26 13:00:00,32.01,50.57,391.65,146.84,Healthy
2024-03-25 09:00:00,24.38,36.47,653.77,169.38,Unhealthy
2024-03-22 03:00:00,15.78,45.95,665.97,197.8,Unhealthy
2024-04-08 03:00:00,34.51,59.95,407.99,151.61,Healthy
2024-03-22 06:00:00,31.07,50.8,420.44,144.12,Healthy
2024-04-16 22:00:00,29.88,55.88,438.4,155.85,Healthy
2024-03-25 05:00:00,32.88,53.91,441.45,158.43,Healthy
2024-04-01 21:00:00,37.99,68.53,553.35,265.46,Unhealthy
2024-03-27 01:00:00,31.85,59.65,444.0,148.58,Healthy
2024-04-14 18:00:00,35.22,74.68,723.13,218.51,Unhealthy
2024-03-31 12:00:00,34.98,57.16,407.68,146.97,Healthy
2024-04-09 16:00:00,32.39,50.12,405.59,158.25,Healthy
2024-04-10 05:00:00,31.99,53.25,447.48,151.26,Healthy
2024-03-24 04:00:00,10.47,47.92,765.86,182.9,Unhealthy
2024-03-26 08:00:00,34.34,55.85,449.28,144.35,Healthy
2024-04-03 22:00:00,39.38,66.73,560.69,246.69,Unhealthy
2024-04-07 06:00:00,28.8,53.68,447.81,153.57,Healthy
2024-04-09 02:00:00,37.25,67.42,786.97,151.47,Unhealthy
2024-04-01 04:00:00,31.64,50.43,414.43,148.56,Healthy
2024-04-17 08:00:00,28.13,52.7,436.84,148.35,Healthy
2024-03-25 13:00:00,24.44,39.03,690.94,197.08,Unhealthy
2024-04-03 15:00:00,36.88,76.03,546.66,202.9,Unhealthy
2024-04-17 11:00:00,37.92,61.63,464.85,201.36,Unhealthy
2024-03-29 09:00:00,22.45,32.39,756.98,161.51,Unhealthy
2024-03-16 22:00:00,34.47,56.33,391.99,152.78,Healthy
2024-04-17 12:00:00,36.44,61.27,542.86,252.56,Unhealthy
2024-03-16 00:00:00,16.58,46.43,677.9,189.64,Unhealthy
2024-03-16 10:00:00,32.74,56.17,431.18,150.88,Healthy
2024-03-21 12:00:00,33.76,55.68,402.42,145.76,Healthy
2024-04-01 17:00:00,29.49,52.37,432.43,151.79,Healthy
2024-03-28 08:00:00,10.2,43.72,605.42,178.39,Unhealthy
2024-04-14 20:00:00,38.61,71.85,624.14,184.59,Unhealthy
2024-04-05 11:00:00,37.73,66.13,579.05,184.19,Unhealthy
2024-04-13 17:00:00,32.17,56.46,411.51,152.19,Healthy
2024-03-20 16:00:00,34.07,57.8,419.26,150.42,Healthy
2024-04-01 05:00:00,38.88,72.7,473.1,218.62,Unhealthy
2024-03-10 18:00:00,27.28,31.53,662.98,180.66,Unhealthy
2024-04-09 07:00:00,37.56,60.32,499.28,222.59,Unhealthy
2024-03-24 19:00:00,28.13,51.81,440.74,147.47,Healthy
2024-04-06 05:00:00,36.5,76.37,560.47,226.55,Unhealthy
2024-04-08 09:00:00,29.27,51.21,436.99,158.51,Healthy
2024-04-08 21:00:00,31.66,54.26,447.47,144.41,Healthy
2024-04-10 17:00:00,33.06,54.38,399.94,156.59,Healthy
2024-03-30 22:00:00,34.91,52.43,431.26,152.67,Healthy
2024-03-23 06:00:00,28.32,59.75,396.87,151.68,Healthy
2024-04-13 13:00:00,30.9,52.41,411.43,140.6,Healthy
2024-03-19 19:00:00,16.89,39.58,768.37,192.39,Unhealthy
2024-03-11 12:00:00,26.82,48.69,508.02,169.07,Unhealthy
2024-04-16 19:00:00,39.02,67.17,513.56,231.63,Unhealthy
2024-03-09 23:00:00,29.28,59.25,414.67,157.67,Healthy
2024-04-07 19:00:00,33.67,52.16,405.93,151.02,Healthy
2024-04-15 20:00:00,29.46,55.54,397.67,153.02,Healthy
2024-04-19 03:00:00,38.02,76.85,789.59,235.04,Unhealthy
2024-04-02 04:00:00,37.04,74.76,562.52,204.16,Unhealthy
2024-04-15 23:00:00,32.08,50.35,414.99,155.29,Healthy
2024-03-28 17:00:00,30.62,50.48,402.08,154.07,Healthy
2024-04-19 01:00:00,35.35,68.65,454.0,192.32,Unhealthy
2024-03-17 15:00:00,33.46,51.3,412.82,160.44,Healthy
2024-03-17 22:00:00,11.82,43.6,548.01,127.29,Unhealthy
2024-03-11 15:00:00,26.5,36.98,684.16,206.81,Unhealthy
2024-03-14 19:00:00,13.98,39.87,454.41,214.39,Unhealthy
2024-03-25 03:00:00,15.05,41.8,729.43,170.29,Unhealthy
2024-04-19 22:00:00,34.65,50.57,407.4,153.39,Healthy
2024-04-08 15:00:00,33.57,59.97,403.69,152.77,Healthy
2024-04-10 11:00:00,39.25,75.72,546.15,191.63,Unhealthy
2024-04-16 05:00:00,36.96,63.06,556.38,253.09,Unhealthy
2024-04-12 13:00:00,35.12,62.52,530.04,228.25,Unhealthy
2024-04-01 23:00:00,31.06,50.96,406.86,153.34,Healthy
2024-03-11 03:00:00,34.37,56.26,396.89,146.75,Healthy
2024-03-20 18:00:00,31.58,54.81,447.03,152.05,Healthy
2024-03-13 08:00:00,19.36,34.39,652.16,185.88,Unhealthy
2024-03-13 13:00:00,32.45,59.69,421.98,145.84,Healthy
2024-03-18 23:00:00,19.0,34.58,466.85,187.78,Unhealthy
2024-04-08 09:00:00,35.99,62.52,724.12,261.08,Unhealthy
2024-04-13 00:00:00,35.79,71.69,491.48,176.89,Unhealthy
2024-03-13 19:00:00,33.29,57.58,444.37,151.2,Healthy
2024-04-04 01:00:00,36.46,73.27,544.64,192.89,Unhealthy
2024-03-30 01:00:00,28.54,54.63,441.93,145.81,Healthy
2024-04-19 04:00:00,36.74,63.8,603.18,237.41,Unhealthy
2024-04-15 01:00:00,32.7,58.73,441.3,139.87,Healthy
2024-04-09 20:00:00,32.34,59.6,418.2,143.53,Healthy
2024-04-04 03:00:00,33.24,57.31,408.8,151.35,Healthy
2024-03-13 18:00:00,17.35,37.89,750.01,168.4,Unhealthy
2024-04-17 07:00:00,36.43,76.12,508.56,255.1,Unhealthy
2024-04-12 01:00:00,28.79,50.98,433.1,151.57,Healthy
2024-03-10 21:00:00,11.75,44.42,502.94,161.52,Unhealthy
2024-03-12 08:00:00,28.04,50.42,402.29,148.85,Healthy
2024-03-21 03:00:00,11.68,30.19,465.98,186.23,Unhealthy
2024-03-20 15:00:00,24.5,47.12,584.58,195.78,Unhealthy
2024-03-23 06:00:00,10.82,49.4,490.07,186.7,Unhealthy
2024-03-28 10:00:00,11.01,34.29,621.11,198.31,Unhealthy
2024-03-29 09:00:00,32.87,51.2,442.63,145.38,Healthy
2024-03-12 04:00:00,11.33,37.06,507.65,187.81,Unhealthy
2024-03-30 10:00:00,34.38,55.8,441.24,146.41,Healthy
2024-03-19 05:00:00,10.44,39.42,514.87,175.94,Unhealthy
2024-04-14 05:00:00,37.32,73.16,548.87,174.66,Unhealthy
2024-04-19 13:00:00,39.11,74.62,751.92,263.89,Unhealthy
2024-03-29 04:00:00,11.32,46.08,495.73,204.94,Unhealthy
2024-04-14 10:00:00,35.86,60.96,630.84,160.3,Unhealthy
2024-03-28 07:00:00,18.82,48.53,498.72,144.48,Unhealthy
2024-03-22 07:00:00,28.55,58.95,442.45,145.52,Healthy
2024-04-18 10:00:00,29.72,58.4,410.14,160.43,Healthy
2024-03-26 05:00:00,34.27,54.75,426.35,147.74,Healthy
2024-03-23 02:00:00,16.37,41.05,540.16,193.58,Unhealthy
2024-04-05 09:00:00,37.54,74.2,610.19,205.34,Unhealthy
2024-03-22 05:00:00,29.9,58.15,410.71,152.77,Healthy
2024-03-18 18:00:00,34.81,53.98,408.08,157.32,Healthy
2024-04-14 01:00:00,37.41,69.26,463.63,234.91,Unhealthy
2024-04-07 22:00:00,33.32,51.52,436.39,151.59,Healthy
2024-04-17 15:00:00,39.17,74.18,700.05,220.14,Unhealthy
2024-03-25 07:00:00,25.71,35.14,600.84,162.4,Unhealthy
2024-04-11 01:00:00,39.55,77.91,534.69,223.29,Unhealthy
2024-03-15 12:00:00,28.36,58.51,419.65,153.95,Healthy
2024-04-01 10:00:00,39.4,64.64,475.31,164.48,Unhealthy
2024-04-18 04:00:00,37.64,72.89,705.14,225.96,Unhealthy
2024-04-16 21:00:00,28.16,50.93,444.12,156.78,Healthy
2024-04-17 14:00:00,32.56,57.85,407.79,156.38,Healthy
2024-04-13 04:00:00,34.4,51.28,449.6,144.02,Healthy
2024-04-02 07:00:00,34.65,50.96,428.43,151.26,Healthy
2024-04-01 13:00:00,28.2,54.11,407.97,144.35,Healthy
2024-03-19 03:00:00,22.93,37.33,657.63,167.49,Unhealthy
2024-03-24 08:00:00,16.95,48.16,454.1,163.63,Unhealthy
2024-03-23 19:00:00,10.81,37.38,576.67,153.76,Unhealthy
2024-03-16 01:00:00,21.32,32.56,667.32,190.95,Unhealthy
2024-03-27 18:00:00,16.7,43.38,716.67,171.74,Unhealthy
2024-03-21 06:00:00,31.26,50.88,448.29,150.95,Healthy
2024-04-03 12:00:00,35.69,61.48,450.05,181.53,Unhealthy
2024-03-11 17:00:00,13.51,38.0,594.12,196.59,Unhealthy
2024-04-03 06:00:00,29.35,50.86,407.06,149.07,Healthy
2024-04-17 04:00:00,34.89,55.61,394.71,139.24,Healthy
2024-03-28 13:00:00,21.62,42.96,758.11,167.29,Unhealthy
2024-04-04 21:00:00,36.29,63.13,716.36,212.8,Unhealthy
2024-04-02 19:00:00,35.73,68.15,688.92,203.11,Unhealthy
2024-03-11 00:00:00,12.18,40.74,747.72,143.08,Unhealthy
2024-03-18 22:00:00,24.23,47.79,710.12,187.44,Unhealthy
2024-04-11 22:00:00,34.54,56.61,435.44,143.81,Healthy
2024-04-16 00:00:00,30.95,57.46,421.35,151.84,Healthy
2024-04-06 15:00:00,39.34,73.93,630.55,211.03,Unhealthy
2024-03-17 20:00:00,20.86,39.72,708.97,162.63,Unhealthy
2024-04-10 07:00:00,34.14,54.76,404.51,146.22,Healthy
2024-04-03 17:00:00,32.83,55.4,393.76,144.47,Healthy
2024-04-19 16:00:00,36.43,72.24,643.45,179.21,Unhealthy
2024-04-01 20:00:00,36.82,76.47,591.01,230.57,Unhealthy
2024-03-26 22:00:00,11.63,30.83,714.67,176.46,Unhealthy
2024-03-09 18:00:00,10.37,34.4,461.76,159.41,Unhealthy
2024-03-29 21:00:00,29.32,50.73,413.19,144.16,Healthy
2024-03-22 16:00:00,19.83,34.92,767.66,166.06,Unhealthy
2024-03-20 21:00:00,32.55,59.87,420.38,153.49,Healthy
2024-04-13 14:00:00,35.52,62.52,725.64,231.38,Unhealthy
2024-03-24 06:00:00,34.58,52.77,422.04,148.24,Healthy
2024-03-13 22:00:00,15.19,46.24,499.25,181.52,Unhealthy
2024-03-19 04:00:00,29.97,58.64,443.54,143.4,Healthy
2024-04-01 07:00:00,33.97,56.02,396.66,147.88,Healthy
2024-04-14 11:00:00,35.99,63.38,715.57,194.27,Unhealthy
2024-04-12 04:00:00,35.71,65.37,683.31,196.23,Unhealthy
2024-03-18 00:00:00,28.04,52.74,407.53,151.64,Healthy
2024-03-25 10:00:00,15.05,45.39,579.91,173.3,Unhealthy
2024-04-01 16:00:00,38.55,67.13,728.08,193.94,Unhealthy
2024-03-11 18:00:00,28.32,54.8,429.06,154.06,Healthy
2024-04-04 15:00:00,34.27,53.48,432.23,156.36,Healthy
2024-04-18 09:00:00,38.06,68.26,570.87,223.48,Unhealthy
2024-04-14 03:00:00,35.42,74.6,511.33,223.54,Unhealthy
2024-04-12 08:00:00,38.0,65.98,624.61,198.3,Unhealthy
2024-03-24 11:00:00,31.82,56.32,419.16,143.0,Healthy
2024-03-30 09:00:00,29.14,53.99,396.56,147.43,Healthy
2024-03-16 05:00:00,24.95,46.28,792.69,186.56,Unhealthy
2024-03-14 09:00:00,26.04,49.02,626.82,227.28,Unhealthy
2024-04-04 13:00:00,36.34,69.06,585.68,215.99,Unhealthy
2024-03-18 08:00:00,15.82,31.64,740.29,160.08,Unhealthy
2024-03-15 15:00:00,14.29,46.66,510.82,199.36,Unhealthy
2024-03-14 12:00:00,14.08,43.04,794.44,186.08,Unhealthy
2024-04-03 02:00:00,39.49,74.51,500.01,219.72,Unhealthy
2024-03-14 06:00:00,34.25,52.66,395.01,153.42,Healthy
2024-03-19 17:00:00,25.27,42.27,490.23,170.16,Unhealthy
2024-04-19 17:00:00,37.99,62.79,588.79,246.9,Unhealthy
2024-03-31 02:00:00,34.79,53.52,407.96,139.56,Healthy
2024-03-30 17:00:00,34.06,50.18,420.63,153.41,Healthy
2024-03-12 17:00:00,32.36,50.89,393.91,144.9,Healthy
2024-04-16 11:00:00,31.05,57.22,429.78,159.71,Healthy
2024-03-10 02:00:00,17.73,48.22,457.64,157.67,Unhealthy
2024-03-25 04:00:00,28.83,51.64,439.35,156.15,Healthy
2024-03-10 13:00:00,10.83,46.5,678.96,185.21,Unhealthy
2024-04-07 00:00:00,38.87,72.16,622.5,181.12,Unhealthy
2024-03-12 20:00:00,30.18,59.45,422.32,151.13,Healthy
2024-04-06 13:00:00,37.05,68.12,470.33,223.48,Unhealthy
2024-03-23 01:00:00,29.73,54.98,393.07,148.68,Healthy
2024-03-09 14:00:00,28.41,56.92,416.98,148.15,Healthy
2024-04-09 09:00:00,34.3,54.81,436.88,156.4,Healthy
2024-04-01 09:00:00,37.85,77.7,781.69,219.89,Unhealthy
2024-04-16 10:00:00,31.86,54.49,403.46,153.33,Healthy
2024-04-14 17:00:00,30.86,58.41,415.17,153.48,Healthy
2024-03-28 03:00:00,31.91,56.18,447.99,163.47,Healthy
2024-03-29 18:00:00,31.19,52.38,407.15,151.48,Healthy
2024-03-29 08:00:00,21.27,46.27,546.52,145.92,Unhealthy
2024-03-21 07:00:00,31.8,53.51,409.88,154.71,Healthy
2024-04-17 20:00:00,34.12,53.28,412.16,144.23,Healthy
2024-04-19 09:00:00,37.53,61.7,788.46,169.74,Unhealthy
2024-03-24 16:00:00,13.5,33.58,570.11,168.15,Unhealthy
2024-03-15 10:00:00,20.91,45.87,610.74,174.42,Unhealthy
2024-04-07 17:00:00,34.93,51.06,438.43,145.72,Healthy
2024-04-08 14:00:00,35.78,70.24,472.99,233.25,Unhealthy
2024-04-07 13:00:00,35.35,68.71,791.6,188.72,Unhealthy
2024-04-04 12:00:00,35.28,62.02,622.83,226.3,Unhealthy
2024-04-03 07:00:00,35.3,77.89,496.84,161.09,Unhealthy
2024-03-31 18:00:00,37.31,63.71,713.7,198.45,Unhealthy
2024-03-26 05:00:00,26.03,39.45,662.02,170.97,Unhealthy
2024-04-05 10:00:00,35.53,60.82,523.11,152.77,Unhealthy
2024-03-22 23:00:00,32.28,57.9,390.09,142.18,Healthy
2024-03-27 18:00:00,30.62,56.73,435.71,147.94,Healthy
2024-04-10 14:00:00,33.58,57.87,422.79,149.3,Healthy
2024-03-12 23:00:00,21.41,33.32,679.87,196.52,Unhealthy
2024-03-18 12:00:00,21.77,48.92,696.29,180.76,Unhealthy
2024-04-04 19:00:00,37.29,64.77,683.23,181.2,Unhealthy
2024-03-16 17:00:00,30.71,51.07,428.57,153.03,Healthy
2024-03-22 18:00:00,21.82,47.35,662.77,185.21,Unhealthy
2024-04-07 16:00:00,28.44,54.4,436.21,158.67,Healthy
2024-03-12 22:00:00,33.11,56.13,396.33,149.34,Healthy
2024-04-15 03:00:00,35.61,75.25,474.91,267.34,Unhealthy
2024-04-17 19:00:00,39.51,63.03,628.11,181.63,Unhealthy
2024-03-28 09:00:00,31.28,56.77,427.57,145.83,Healthy
2024-04-12 20:00:00,38.71,75.99,600.05,239.26,Unhealthy
2024-03-11 14:00:00,32.19,59.98,441.0,158.37,Healthy
2024-03-30 05:00:00,37.73,69.64,717.58,235.0,Unhealthy
2024-04-05 03:00:00,30.29,56.24,428.65,148.94,Healthy
2024-04-06 13:00:00,30.78,54.03,393.49,152.25,Healthy
2024-03-18 13:00:00,31.98,51.51,422.44,142.76,Healthy
2024-03-14 01:00:00,33.66,55.37,443.64,143.81,Healthy
2024-04-19 06:00:00,28.75,54.58,432.29,157.95,Healthy
2024-03-18 20:00:00,25.97,49.58,554.03,185.61,Unhealthy
2024-04-19 23:00:00,31.12,52.82,442.28,149.32,Healthy
2024-03-16 14:00:00,32.52,56.34,403.63,154.61,Healthy
2024-04-10 21:00:00,31.8,59.02,440.62,149.81,Healthy
2024-04-02 21:00:00,29.06,57.18,432.84,148.04,Healthy
2024-04-01 15:00:00,38.14,78.01,625.22,247.71,Unhealthy
2024-03-10 02:00:00,31.02,59.15,391.31,144.42,Healthy
2024-03-26 23:00:00,31.46,51.48,417.51,142.26,Healthy
2024-03-23 15:00:00,17.77,44.47,574.17,177.31,Unhealthy
2024-03-21 05:00:00,28.25,55.18,406.61,155.36,Healthy
2024-04-02 15:00:00,36.71,69.99,607.27,238.66,Unhealthy
2024-03-27 04:00:00,30.46,56.39,408.84,149.69,Healthy
2024-03-30 13:00:00,38.66,75.32,762.58,215.82,Unhealthy
2024-03-22 14:00:00,12.8,31.62,597.64,191.05,Unhealthy
2024-04-06 05:00:00,30.0,58.17,408.94,152.76,Healthy
2024-03-10 15:00:00,29.19,55.96,423.92,145.21,Healthy
2024-04-17 12:00:00,29.92,50.59,405.92,157.09,Healthy
2024-04-08 10:00:00,28.47,53.03,436.82,151.01,Healthy
2024-04-19 18:00:00,30.53,57.51,397.9,145.18,Healthy
2024-03-18 06:00:00,32.99,56.94,433.6,145.52,Healthy
2024-04-12 05:00:00,34.45,50.21,399.76,146.53,Healthy
2024-03-22 22:00:00,31.88,51.82,439.27,151.75,Healthy
2024-04-01 16:00:00,32.93,53.53,437.67,147.32,Healthy
2024-03-14 00:00:00,26.64,34.45,514.48,189.64,Unhealthy
2024-04-07 12:00:00,31.73,59.66,421.28,143.14,Healthy
2024-04-02 10:00:00,37.51,72.18,575.23,257.34,Unhealthy
2024-03-17 05:00:00,14.33,44.09,682.74,181.1,Unhealthy
2024-03-23 13:00:00,31.31,54.63,394.26,148.78,Healthy
2024-04-04 13:00:00,29.77,54.5,413.26,151.0,Healthy
2024-03-15 11:00:00,31.52,56.58,411.47,148.6,Healthy
2024-03-22 05:00:00,14.85,46.22,570.83,191.07,Unhealthy
2024-03-24 08:00:00,30.72,59.12,390.7,145.91,Healthy
2024-03-12 19:00:00,28.44,58.79,444.55,149.13,Healthy
2024-03-11 08:00:00,31.83,58.7,422.61,151.04,Healthy
2024-03-28 20:00:00,29.57,58.71,418.53,151.97,Healthy
2024-03-15 19:00:00,29.69,57.53,404.39,145.87,Healthy
2024-04-10 12:00:00,28.89,58.92,438.42,152.46,Healthy
2024-03-19 07:00:00,13.17,33.69,533.83,178.73,Unhealthy
2024-03-17 16:00:00,21.49,45.09,791.88,148.28,Unhealthy
2024-03-26 02:00:00,19.04,30.73,593.37,170.68,Unhealthy
2024-03-17 18:00:00,12.89,30.44,597.89,217.42,Unhealthy
2024-04-04 14:00:00,38.6,75.15,671.45,217.92,Unhealthy
2024-03-30 04:00:00,32.89,55.19,439.65,147.26,Healthy
2024-04-10 04:00:00,35.26,63.09,497.0,221.67,Unhealthy
2024-03-16 19:00:00,28.96,55.41,420.76,144.35,Healthy
2024-03-11 07:00:00,19.31,30.49,697.74,159.92,Unhealthy
2024-04-09 19:00:00,38.99,76.05,551.68,220.84,Unhealthy
2024-04-17 22:00:00,32.2,50.89,439.65,151.69,Healthy
2024-03-22 12:00:00,17.32,40.48,546.16,196.96,Unhealthy
2024-04-04 03:00:00,38.77,74.64,559.67,218.1,Unhealthy
2024-03-31 08:00:00,28.39,58.03,390.53,151.46,Healthy
2024-03-23 18:00:00,32.45,53.46,430.72,155.41,Healthy
2024-03-25 11:00:00,13.18,32.6,660.38,186.85,Unhealthy
2024-04-18 08:00:00,35.51,62.45,518.33,174.54,Unhealthy
2024-03-11 10:00:00,27.36,47.41,610.41,165.57,Unhealthy
2024-04-18 20:00:00,38.69,65.53,725.17,163.53,Unhealthy
2024-03-27 17:00:00,27.66,31.87,639.6,168.85,Unhealthy
2024-04-03 09:00:00,29.95,53.23,393.26,153.89,Healthy
2024-03-21 01:00:00,16.05,43.98,576.65,189.26,Unhealthy
2024-03-19 11:00:00,30.59,58.45,449.73,150.29,Healthy
2024-03-23 08:00:00,25.31,33.97,609.68,189.39,Unhealthy
2024-03-12 03:00:00,24.36,32.2,540.52,186.81,Unhealthy
2024-03-29 03:00:00,27.77,43.29,754.49,214.08,Unhealthy
2024-03-22 08:00:00,28.18,55.48,419.61,152.99,Healthy
2024-03-27 11:00:00,32.91,50.3,413.37,148.24,Healthy
2024-04-15 18:00:00,35.16,67.17,598.83,216.87,Unhealthy
2024-03-23 00:00:00,17.51,43.11,672.74,181.91,Unhealthy
2024-03-22 04:00:00,33.57,53.39,396.83,150.86,Healthy
2024-03-27 06:00:00,29.0,54.55,426.18,154.37,Healthy
2024-04-05 20:00:00,30.49,56.01,418.34,149.53,Healthy
2024-03-24 18:00:00,28.71,59.71,429.14,159.77,Healthy
2024-04-01 22:00:00,30.75,56.68,403.94,149.12,Healthy
2024-04-19 03:00:00,32.18,58.42,448.22,154.17,Healthy
2024-03-16 21:00:00,28.79,53.42,402.76,145.37,Healthy
2024-03-24 10:00:00,18.2,42.4,553.26,190.0,Unhealthy
2024-04-04 05:00:00,29.47,50.6,443.51,149.66,Healthy
2024-04-12 10:00:00,28.38,56.25,390.54,149.52,Healthy
2024-03-17 08:00:00,26.12,36.88,684.76,175.66,Unhealthy
2024-04-18 00:00:00,29.23,55.98,432.86,151.08,Healthy
2024-03-26 21:00:00,24.13,40.09,458.17,165.07,Unhealthy
2024-04-13 08:00:00,35.16,67.51,587.36,197.71,Unhealthy
2024-04-16 18:00:00,34.26,56.2,439.01,154.41,Healthy
2024-03-12 09:00:00,24.6,30.36,757.24,179.13,Unhealthy
2024-03-21 16:00:00,33.39,51.67,403.14,148.15,Healthy
